Booking ID,Booking Date,Trip Start Date,Trip End Date,Lead Time,Aircraft_hash,Trip Type,Origin,Aircraft Type,Manufacturer,Size,Customer_hash,Price,Salesperson_hash,Flight Time,Flight Distance,Passengers,Itinerary,Starting ICAO,Ending ICAO,Customer Segment,Trip Class,Trip Category,Status
UNUKB,11/15/2021,1/12/2022,1/13/2022,57.0,2e8a53d17d9078066adaa5ebc4e15d1461ab508bc36e98c694fc5e4a2a5e592c,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,efa910241f63d3f251c6cf820785c28a604c12541138be872355040c8261f36a,64360.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,0.0,4205.0,5.0,,,,,Roundtrip,International,Cancelled
UNUKB2,11/24/2021,1/12/2022,1/15/2022,49.0,2e8a53d17d9078066adaa5ebc4e15d1461ab508bc36e98c694fc5e4a2a5e592c,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,efa910241f63d3f251c6cf820785c28a604c12541138be872355040c8261f36a,40576.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,0.0,5329.0,9.0,,,,,One way trip,International,Cancelled
ORCOK1,12/3/2021,1/25/2022,1/27/2022,53.0,64a818f20c2eef63d58d4172a7b1481a3d509c658f9cfd7d7ca080052d668b54,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,5701e1e0f91c84f037c582fba067d8664ca7044504a7bfa5482d48ef5f044e80,59393.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,5.266666667,4658.0,2.0,PHNL/KBFI,PHNL,KBFI,Wholesale,One way trip,Domestic,Booked
COLIQ,4/12/2021,10/25/2020,10/25/2020,-168.0,7b00269f1f007d418e214da7df61a65c331d972ac37a06567268b3c46ee820e0,Charter | 135,EMAIL,Pilatus PC-24,Pilatus,Light,dd96bd8c6efc1b6530d2e3259c30c1905af0b40675a6b4dba9553e28f65ed4bc,9578.0,de48d92e91bf8e4302a9a1d0cfd8a12156f18328e6cde97fd5a5f2c6fe74de83,2.266666667,615.0,4.0,KOXC/KLGA/KRIC/KOXC,KOXC,KOXC,,,,Booked
CIWUD4,10/22/2021,12/10/2021,12/15/2021,49.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,ca867c296623371144a5d97759e87c49353436999f54b217fa9d5561e5edb36f,58967.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,9.916666667,3964.0,7.0,KVNY/KIAD/KVNY,KVNY,KVNY,,,,Booked
GEUPY,4/12/2021,4/24/2021,4/24/2021,12.0,ea00d09fc6373af67656fa54b8494443dba16e24fc2a1071f3d99a6c701525a8,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,ec59b92f153af1ff6e5fed7293c2955c9d7cf70d719b1b471295b7ba3610f93b,32626.0,c43237bab3363d2fdac6698a860029282220ba6b6a9a692bdc8aaff9ce81d944,5.383333333,2260.0,2.0,KVNY/KPSF/KTEB,KVNY,KTEB,,,,Booked
SITOD,11/4/2021,3/9/2022,3/11/2022,124.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,bcbbd9f3ad92826fb4e9e8219d597beec551fc16d410c8ca02907876c4ac8661,64313.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,0.0,4156.0,10.0,,,,Existing Retail,Roundtrip,Domestic,Cancelled
UGMID,10/6/2022,10/10/2022,10/11/2022,4.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,5b7b95f2b5432b18aaa2fe9c70935b696a16b4011aab5e635e0b323632c503e4,54095.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,7.916666667,3300.0,3.0,KVNY/KLEX/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
ENGOX3,4/12/2021,3/8/2021,3/11/2021,-34.0,ea00d09fc6373af67656fa54b8494443dba16e24fc2a1071f3d99a6c701525a8,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,a77e9bbe122dce8cc0977b1d4fddacf68002426f36123c6021c78cf1ea06c805,65365.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,10.98333333,4340.0,1.0,KVNY/KSLC/KTEB/KVNY,KVNY,KVNY,,,,Booked
GOIXI2,11/23/2021,1/4/2022,1/4/2022,41.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,WEB,Falcon 2000,Dassault,Super Mid-Size,8ea29665ea48fea4c2776947664ad383d409986f143955d605cbd75ebbfad989,27947.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,4.216666667,1542.0,7.0,KVNY/KBZN/KVNY,KVNY,KVNY,New Retail,Roundtrip,Domestic,Booked
ICTIP,8/18/2021,8/19/2021,8/20/2021,0.0,ea00d09fc6373af67656fa54b8494443dba16e24fc2a1071f3d99a6c701525a8,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,8ffe9681e554b625ab24fe9fcd75cdac9a9dbd55a85942f49e3e1e76ff3e8ad5,79141.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,11.4,4328.0,5.0,KTEB/KHPN/KPGA/KSUN/KACK/KTEB,KTEB,KTEB,,,,Booked
BOFIY,6/28/2021,7/1/2021,7/2/2021,3.0,a216a70bbb91599e0d529c47ada815ef47b35ebb429f1114a760f850077276e6,Subcharter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,597f9af4f099ef8e0f4957abd26d89ecdabb980ed02f3a8a99371253acf13237,26050.0,ef1a24e63c3e048cdb8f2ac976b9c24f6cb3a3a6bf75604758fba75a70c330b6,3.0,1191.0,2.0,KDAL/KTEB,KDAL,KTEB,,,,Booked
QAOTS,8/19/2021,8/27/2021,8/28/2021,8.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,DISPATCH,Falcon 2000,Dassault,Super Mid-Size,9af026adc2ce5650196998b4d5d290654d2417060fa1f42b18018d5b95cbd4b7,23774.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,1.466666667,398.0,8.0,KVNY/KLAS/KVNY,KVNY,KVNY,,,,Booked
EDMUF,8/24/2021,8/25/2021,8/26/2021,1.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,e1292a391810af295992e437120b438027b836115abb85fff8180d5367cb8293,27774.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,4.8,2129.0,3.0,KVNY/KTEB,KVNY,KTEB,,,,Booked
GAIWQ,8/24/2021,8/26/2021,8/27/2021,2.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,b0afabbc4c32115ab1366cfd89f8385ec4e7badab1c8196234a8f68dbbb72e71,30677.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,5.483333333,2129.0,3.0,KTEB/KVNY,KTEB,KVNY,,,,Booked
OQANH,1/18/2022,2/3/2022,2/5/2022,16.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,bcbbd9f3ad92826fb4e9e8219d597beec551fc16d410c8ca02907876c4ac8661,66093.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,10.11666667,4087.0,1.0,KVNY/KPIE/KMIA/KVNY,KVNY,KVNY,Existing Retail,Roundtrip,Domestic,Booked
FUEPF,8/31/2021,9/1/2021,9/2/2021,0.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,DISPATCH,Falcon 2000,Dassault,Super Mid-Size,f23bb3b35e83615f1a37f0e4788fa1c2c47a862b0da1edd0d8e58b0048ef0b54,61326.0,8f7827d07970ecd0b3e0d770c4d38fbc8f407b18c22b2d049fdbec5eb0b833bf,4.8,4286.0,1.0,KVNY/KJFK,KVNY,KJFK,,,,Booked
YENOD,1/18/2022,2/24/2022,2/26/2022,36.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,bcbbd9f3ad92826fb4e9e8219d597beec551fc16d410c8ca02907876c4ac8661,63415.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,9.5,3849.0,1.0,KVNY/KLEE/KORL/KVNY,KVNY,KVNY,Existing Retail,Roundtrip,Domestic,Booked
SAELL5,5/5/2022,5/11/2022,5/13/2022,6.0,ec488c8ec75263b16042b461adb6c48f11a590d4aec90429d80af2731ad35c7a,Subcharter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,5e59368f415ad448a301637a7692fc005ae0d9a2fdc78c530a3180c7fdb48b7e,86247.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,6.033333333,2482.0,12.0,KVNY/CYYZ/KTEB/CYYZ,KVNY,CYYZ,Key Account,One way trip,International,Booked
COUJH,9/25/2021,1/1/2022,1/3/2022,98.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,DISPATCH,Gulfstream IV,Gulfstream,Large,7af22f0abb37a2224d55736a95fd5b8e3bb4a93e65dec5541393969789c961d5,71882.0,5ffbf8ba71921b90e37678fc08b6123f21b28ce01d4569f5faf71ce0f15af78c,10.31666667,4434.0,13.0,KVNY/PHNL/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
WIIGG,12/28/2021,12/29/2021,12/30/2021,1.0,3ef7e83f6557bd8dc627c80530d315fa30d41449c01c1de6d8c0f9a37816ad79,Charter | 135,AVINODE,Gulfstream IV,Gulfstream,Large,150b2bfdd3514b2e6b648b8e0e74cbbe93436e77c0f3533057fe111b3a4a567b,66429.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,7.916666667,3327.0,2.0,KVNY/KLAS/MYNN/KIAD/KOXC,KVNY,KOXC,,,,Booked
AJOYN2,10/11/2021,10/11/2022,10/11/2022,365.0,3ef7e83f6557bd8dc627c80530d315fa30d41449c01c1de6d8c0f9a37816ad79,Charter | 135,DISPATCH,Gulfstream IV,Gulfstream,Large,dec4b8cd6af17c987f5718d60c3387a3019f77947c8af15f52d6a321ea50b9a2,835.0,6f5dfba9d26a17670936913ebd29361f163c5dbf4220beeb9063e181f581bfbd,0.0,1882.0,2.0,,,,New Retail,One way trip,Domestic,Cancelled
DUWET,12/30/2021,1/3/2022,1/4/2022,3.0,27e2095b01d8d58859c9c2989cba08fca85c9785b74c88d5d11c92be8df48689,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,b3c930494869dfa550278b59d1443bc0a7660e375f441305feb1cad09ff8e371,44035.73,c92ce3c01e4352febbd906e365788edbbdec768e4928b7cf47091a952512e75a,5.383333333,2180.0,8.0,KVNY/KSBA/PHKO,KVNY,PHKO,New Retail,One way trip,Domestic,Booked
MOIXU,4/12/2021,3/25/2021,4/3/2021,-17.0,c735bb2bc462a921e953fdd42f6435a7557492d27c17ff48bf6826b7cd4cf34c,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,bda8bd7c0f73473d19fde5c15be35f8441ad82f9c7f2a19af4bbe43aff989137,134559.0,980221ebd7b0cd417ac42dc2456b58eb9629d52be31386f568a4d070eebf3d30,14.45,5819.0,7.0,KVNY/KOXR/MDPC/KMCO/KOXR/KVNY,KVNY,KVNY,,,,Booked
UWISJ,11/3/2021,11/27/2021,11/28/2021,24.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,c81460861833d6103789f52335454cec4d0aa6cac7aa57f26f692f63088c0f8a,76077.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,6.816666667,2466.0,8.0,KHPN/KHYA/KTEB/KVNY,KHPN,KVNY,,,,Booked
MANEY,4/12/2021,3/3/2021,3/9/2021,-39.0,e40ad388abf26b9ffb4fda673d5565d3d6b228ba30d19cc126b4fc38050f15ba,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,c81460861833d6103789f52335454cec4d0aa6cac7aa57f26f692f63088c0f8a,105774.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,11.21666667,4603.0,6.0,KVNY/KHYA/KTEB/KVNY,KVNY,KVNY,,,,Booked
HAGEF1,11/24/2021,1/4/2022,1/4/2022,41.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,091d170a8ace11873e9bf3beacfc5544f96571059f96cfeb03f1a72c79dff314,41945.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,0.0,1624.0,13.0,,,,New Retail,Roundtrip,International,Cancelled
OLICV1,9/30/2021,10/2/2021,10/3/2021,2.0,27e2095b01d8d58859c9c2989cba08fca85c9785b74c88d5d11c92be8df48689,Charter | 135,AVINODE,Gulfstream IV,Gulfstream,Large,fc6b2b83ef1308c4b9e1ba8eb443a3e9469dd240f44e6e7c0bfbb5f0a3968582,44991.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,5.066666667,2129.0,7.0,KTEB/KVNY,KTEB,KVNY,,,,Booked
UMTAO2,11/29/2021,1/3/2022,1/5/2022,35.0,27e2095b01d8d58859c9c2989cba08fca85c9785b74c88d5d11c92be8df48689,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,415d9a95b162184468e70b772e93d4623b2830d9325cc355e119ed5c5266c626,71377.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,4.983333333,4346.0,5.0,PHKO/KVNY,PHKO,KVNY,New Retail,Roundtrip,Domestic,Booked
EPSOS,4/12/2021,3/29/2021,3/29/2021,-13.0,e40ad388abf26b9ffb4fda673d5565d3d6b228ba30d19cc126b4fc38050f15ba,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,1d1cec858fc6b22c1eb4a956184e8d3772a413dda123a9b7fa2b44ee2c2646ba,144741.0,8f7827d07970ecd0b3e0d770c4d38fbc8f407b18c22b2d049fdbec5eb0b833bf,5.75,2173.0,12.0,KVNY/PHKO,KVNY,PHKO,,,,Booked
REFEK,4/12/2021,4/3/2021,4/10/2021,-8.0,e40ad388abf26b9ffb4fda673d5565d3d6b228ba30d19cc126b4fc38050f15ba,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,4efbc49f5ee131fb48ce6690ed9d73935bd335aecf39ddf5e899c8bc5fad5738,120758.0,c43237bab3363d2fdac6698a860029282220ba6b6a9a692bdc8aaff9ce81d944,11.01666667,4298.0,15.0,KVNY/MMPR/KVNY/MMPR/KLAX/KVNY,KVNY,KVNY,,,,Booked
TOUGR,12/3/2021,1/1/2022,1/2/2022,29.0,3ef7e83f6557bd8dc627c80530d315fa30d41449c01c1de6d8c0f9a37816ad79,Charter | 135,AVINODE,Gulfstream IV,Gulfstream,Large,150b2bfdd3514b2e6b648b8e0e74cbbe93436e77c0f3533057fe111b3a4a567b,76907.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,8.2,3135.0,12.0,KOXC/TJSJ/TNCM/KTEB/KOXC,KOXC,KOXC,Wholesale,Roundtrip,International,Booked
WIIQU4,2/8/2022,2/14/2022,2/19/2022,6.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,b098aaf8be33fdc4b555384dfc2be04739ce21282733c9df91f660f1116b2352,38827.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,4.533333333,4258.0,1.0,KVNY/KTEB,KVNY,KTEB,New Retail,Roundtrip,Domestic,Booked
EDALX4,8/10/2021,8/11/2021,8/12/2021,0.0,27e2095b01d8d58859c9c2989cba08fca85c9785b74c88d5d11c92be8df48689,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,8f3ef1b6d060243a58d8786ddf22cd5354487536f940ee8492ec79fc0ffd21df,62964.0,ef1a24e63c3e048cdb8f2ac976b9c24f6cb3a3a6bf75604758fba75a70c330b6,6.9,2764.0,3.0,KSNA/KSFO/MMPR/KSBD,KSNA,KSBD,,,,Booked
UYAHT,6/1/2021,6/5/2021,6/6/2021,3.0,e40ad388abf26b9ffb4fda673d5565d3d6b228ba30d19cc126b4fc38050f15ba,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,c81460861833d6103789f52335454cec4d0aa6cac7aa57f26f692f63088c0f8a,23979.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,1.383333333,398.0,4.0,KVNY/KLAS/KVNY,KVNY,KVNY,,,,Booked
ORJOD,11/12/2021,12/15/2021,12/20/2021,32.0,27e2095b01d8d58859c9c2989cba08fca85c9785b74c88d5d11c92be8df48689,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,9f00d6f16b4e6396787f6010d442f6fe42462a0969217644303ccf974425d7b9,25140.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,1.85,2536.0,10.0,KASE/KVNY,KASE,KVNY,,,,Booked
IYINQ1,3/7/2022,3/8/2022,3/10/2022,1.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,4b58a25c2398025eabff43eae4c8914435d3f9c8b19586414435f3883858118a,56074.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,7.783333333,4560.0,11.0,KVNY/KLEX/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
UDPEC,2/22/2022,4/15/2022,4/23/2022,51.0,3ef7e83f6557bd8dc627c80530d315fa30d41449c01c1de6d8c0f9a37816ad79,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,322d865900ee231a9caa13587beca3a635c9e494ac6dd28d4bd81b82f1c51e23,177530.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,21.36666667,8820.0,5.0,KOXC/KVNY/PHNL/KVNY/KHPN/KOXC,KOXC,KOXC,Key Account,Roundtrip,Domestic,Booked
ALURU,5/29/2021,5/30/2021,5/30/2021,1.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,c8b26cebeb0648fa4c56a1ee39e16c6de1608965e912c33394b9449283845276,25877.0,c43237bab3363d2fdac6698a860029282220ba6b6a9a692bdc8aaff9ce81d944,2.716666667,1074.0,2.0,KVNY/MMPR,KVNY,MMPR,,,,Booked
TASOJ1,11/11/2021,12/31/2021,1/2/2022,50.0,91bc9cd76d826101ab06f452d4804b80736c4da0800608e6e764dacd02c753f9,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,5e59368f415ad448a301637a7692fc005ae0d9a2fdc78c530a3180c7fdb48b7e,80840.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,11.41666667,4696.0,9.0,KLAS/PHOG/KVNY/KLAS,KLAS,KLAS,,,,Booked
DOOTS,4/12/2021,3/18/2021,3/19/2021,-24.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,8ffe9681e554b625ab24fe9fcd75cdac9a9dbd55a85942f49e3e1e76ff3e8ad5,49708.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,6.366666667,2304.0,4.0,KVNY/KSAN/KAPA/KMKC/KLAS,KVNY,KLAS,,,,Booked
OJXET4,10/14/2022,11/2/2022,11/4/2022,18.0,91bc9cd76d826101ab06f452d4804b80736c4da0800608e6e764dacd02c753f9,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,0f36c94c74ccd9c5a35e92bf7661ca01863d5a997c4055fe40266f6105aea28f,74801.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,7.566666667,2814.0,11.0,KLAS/KNUQ/MMSD/KNUQ/KLAS,KLAS,KLAS,Wholesale,Roundtrip,International,Booked
WAMIS,12/2/2021,1/18/2022,1/21/2022,46.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,81767410885be43f5204fa20ed647b66628d26449613bed6a5d01ea6b63cf3c0,62894.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,10.01666667,4368.0,9.0,KVNY/KFXE/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
VOMII,8/18/2021,8/19/2021,8/20/2021,0.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,AVINODE,Embraer 135BJ,Embraer,Large,26b4cbb473005d73e8a0ca328db8bb6fba480193bc31d22f747bdec8cb87fb56,33000.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,6.216666667,2321.0,1.0,KBOS/KBTV/KEGE/KVNY,KBOS,KVNY,,,,Booked
OKOXL,7/11/2021,7/12/2021,7/13/2021,1.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,a259f6cc107adb9594049391509307f1606601bdf14682b9bb102ab8acad6bab,64854.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,11.1,4388.0,7.0,KVNY/KFOK,KVNY,KFOK,,,,Booked
EKUVT,4/12/2021,4/11/2021,4/18/2021,0.0,5b5f3e38aa1e70b24db0365dc5021a01adddc83b30ec6efd18a0cfab969c4616,Charter | 135,EMAIL,Challenger 350,Bombardier,Super Mid-Size,5f71da100cf129e495fa0c17570c21987da17739f6c6e5c61ddd513369fe9ed9,75911.0,8f7827d07970ecd0b3e0d770c4d38fbc8f407b18c22b2d049fdbec5eb0b833bf,0.0,4070.0,4.0,KVNY/KONT/KOPF/KONT/KVNY,KVNY,KVNY,,,,Cancelled
ISWUZ,5/5/2022,5/23/2022,5/24/2022,17.0,79d8bf11605603261e956a84b4a6f66ec5f39705925d837b5a2bb353409a5c10,Subcharter | 135,EMAIL,Challenger 350,Bombardier,Super Mid-Size,f74a5c2c07a9dd8974827ad461213dc1ffd5bec730c5008a220a50eb5a74898a,70956.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,9.3,3856.0,1.0,KVNY/KMCO/KVNY,KVNY,KVNY,Key Account,,Domestic,Booked
KUEYC2,4/12/2021,4/8/2021,4/8/2021,-3.0,5b5f3e38aa1e70b24db0365dc5021a01adddc83b30ec6efd18a0cfab969c4616,Charter | 135,AVINODE,Challenger 350,Bombardier,Super Mid-Size,43e001702487c5c4fcd7b09c9b2c97188f968842f6543fe811538621fa517e12,36999.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,3.266666667,966.0,1.0,KPBI/KFXE/KAIK/KFXE/KPBI,KPBI,KPBI,,,,Cancelled
LOLUW4,12/10/2021,1/2/2022,1/2/2022,22.0,5b5f3e38aa1e70b24db0365dc5021a01adddc83b30ec6efd18a0cfab969c4616,Charter | 135,EMAIL,Challenger 350,Bombardier,Super Mid-Size,dafc1ebc498e8ca19b663aead6a057081b38164460391edf3e582513e0c1a74e,41631.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,2150.0,6.0,,,,Wholesale,Roundtrip,International,Cancelled
YIUNG,12/16/2021,1/2/2022,1/3/2022,17.0,28a151ba1e8a7dbeffde08b9af65ac4c71f2457b4da3debfcb3b51efb939015e,Charter | 135,EMAIL,Challenger 350,Bombardier,Super Mid-Size,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,65624.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,3.466666667,1358.0,2.0,KOPF/KMIA/KBED/KAPC,KOPF,KAPC,Wholesale,One way trip,Domestic,Booked
GUUMO,12/16/2021,1/3/2022,1/4/2022,18.0,28a151ba1e8a7dbeffde08b9af65ac4c71f2457b4da3debfcb3b51efb939015e,Charter | 135,EMAIL,Challenger 350,Bombardier,Super Mid-Size,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,41852.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,4.866666667,1724.0,4.0,KBED/KBCT/KPHL/KAPF,KBED,KAPF,Wholesale,One way trip,Domestic,Booked
OQIMT,12/16/2021,1/3/2022,1/4/2022,18.0,28a151ba1e8a7dbeffde08b9af65ac4c71f2457b4da3debfcb3b51efb939015e,Charter | 135,EMAIL,Challenger 350,Bombardier,Super Mid-Size,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,92408.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,3.416666667,1029.0,2.0,KTTN/KPHL/KAPF/KOPF/KOPF,KTTN,KOPF,Wholesale,One way trip,Domestic,Booked
YUGAD,4/12/2021,3/12/2021,3/15/2021,-30.0,f9309b7b3d226913b64ca8342a0ed24ba08b5f0f4e0f56bead25554ff2dc88fe,Subcharter | 135,EMAIL,Gulfstream GIVSP,Gulfstream,Large,2c2a1b4017478af2c76e84baa49ab770729adf5de26312705b72143cc6dd3267,46397.0,ef1a24e63c3e048cdb8f2ac976b9c24f6cb3a3a6bf75604758fba75a70c330b6,2.383333333,840.0,13.0,KCHS/KOPF/KCHS,KCHS,KCHS,,,,Booked
WIUYN3,6/6/2022,6/7/2022,6/11/2022,1.0,04e2865b8d63b81a6d7d80caa3745f199dde3d9c0360a783cee461f2c3b86fe1,Subcharter | 135,EMAIL,Gulfstream GIVSP,Gulfstream,Large,e817503fb04ef6560f770e8cb2ae858bbc98e5d24989c5a7b671423edae96fe8,135240.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,10.11666667,4253.0,13.0,KVNY/KTEB/KLGB,KVNY,KLGB,Key Account,,Domestic,Booked
